nd ,Gender,Country,Age,Income,Marital-Stat5,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
9915,1,0,36,150000,0,3,87021,-1,6,102000,5,0,1,0
9916,0,0,23,90000,0,0,91653,4,4,104200,3,1,0,0
9917,1,0,22,30000,0,1,1050,7,6,100000,6,4,4,1
9918,1,2,42,350000,0,0,320982,-1,4,112618,3,1,0,1
9919,1,1,32,230000,0,2,326,3,3,100326,2,2,0,0
9920,1,1,30,160000,1,1,102867,5,4,100031,3,1,0,0
9921,1,0,38,30000,1,1,9303,-1,6,100000,5,1,0,0
9922,0,2,28,320000,0,4,0,5,3,100000,2,2,2,1
9923,1,3,39,250000,1,4,14310,2,2,103700,1,3,3,0
9924,1,0,29,230000,1,0,113736,4,4,104028,3,1,0,0
9925,0,2,26,170000,0,0,108426,4,4,103600,3,1,0,0
9926,0,2,27,300000,0,4,3102,2,2,101506,1,3,3,0
9927,0,0,39,180000,1,1,177113,6,6,107800,5,0,0,1
9928,0,1,54,200000,0,4,880,2,2,101948,1,3,3,0
9929,0,0,32,90000,1,1,3682,3,3,100000,2,3,2,0
9930,1,2,34,450000,0,1,42713,3,3,100000,5,2,2,0
9931,0,2,47,180000,1,4,0,-1,3,100000,2,2,3,0
9932,0,0,28,500000,0,0,319082,3,4,108752,-1,1,0,0
9933,0,1,49,80000,1,2,3367,3,3,104641,2,2,2,0
9934,0,2,30,30000,0,4,0,5,3,100000,2,2,2,0
9935,1,0,39,200000,1,2,326,3,3,100326,2,2,2,1
9936,0,0,46,280000,0,0,29523,4,6,226000,5,1,0,0
9937,1,2,34,330000,0,2,316,3,3,100310,2,1,2,0
9938,0,0,29,60000,0,0,53274,4,4,102591,3,1,0,0
9939,0,2,33,250000,0,0,243262,6,4,107991,3,1,1,1
9940,0,3,50,200000,1,4,0,2,2,101882,1,3,3,0
9941,0,2,31,160000,1,2,3089,-1,3,100000,2,3,3,0
9942,0,0,23,50000,0,0,48725,4,4,104987,3,1,1,0
9943,0,0,30,180000,1,0,27225,4,4,101765,3,1,0,0
9944,1,0,24,50000,0,1,51116,5,4,100000,3,1,0,0
9945,1,0,22,50000,0,0,55100,4,4,102372,3,1,0,0
9946,0,0,23,230000,0,2,-15,5,3,106194,2,2,2,0
9947,0,0,26,90000,1,0,89947,6,4,105000,3,1,0,0
9948,1,2,32,150000,1,0,15000,4,2,100000,2,2,3,0
9949,1,2,30,360000,0,2,9939,3,3,114226,2,1,0,0
9950,0,2,28,240000,0,2,8590,3,3,106398,2,2,0,0
9951,0,0,43,230000,1,0,7075,4,4,101279,3,1,0,0
9952,1,0,41,20000,1,1,17213,6,7,102400,5,0,1,1
9953,0,1,35,70000,1,2,1183,6,4,141263,3,1,0,1
9954,1,1,23,50000,0,0,47620,4,4,101973,3,1,0,0
9955,1,2,36,140000,1,0,127496,4,4,105000,3,1,0,0
9956,1,0,38,30000,1,2,0,5,3,102281,2,2,3,1
9957,1,0,29,110000,0,0,107221,4,4,104000,3,1,0,0
9958,0,2,33,300000,0,0,58719,4,4,103000,3,1,0,0
9959,1,0,48,70000,0,2,193,3,3,100188,2,2,2,0
9960,1,1,25,20000,0,0,13701,-1,4,101241,3,1,0,0
9961,0,2,28,100000,0,0,102697,4,4,104600,3,1,0,0
9962,0,2,23,130000,1,1,126885,-1,3,100239,2,2,2,0
9963,1,2,45,130000,1,0,53709,-1,4,103000,5,0,1,1
9964,1,0,24,10000,0,1,5378,5,4,100000,3,1,1,0
9965,0,0,32,140000,0,2,3003,-1,3,103134,1,2,2,1
9966,0,0,41,20000,1,0,7434,4,4,101300,-1,1,2,0
9967,0,3,52,160000,0,0,157018,4,4,105000,3,1,0,0
9968,1,0,42,50000,0,0,47689,4,4,102000,3,1,0,0
9969,1,0,30,290000,0,1,270131,-1,4,100000,3,1,1,1
9970,1,2,32,20000,1,0,12720,6,4,101250,3,1,1,1
9971,0,0,37,80000,1,1,1662,6,6,102427,5,0,3,1
9972,1,2,32,30000,0,0,29250,4,6,103600,3,1,0,0
9973,1,1,45,50000,2,2,780,3,3,100000,2,1,0,0
9974,1,2,30,250000,0,4,2729,2,2,102543,1,3,3,0
9975,0,2,37,200000,1,2,1382,3,4,123994,2,1,0,0
9976,1,0,23,50000,0,0,11148,4,4,103000,3,1,0,0
9977,0,0,26,30000,1,1,30349,5,4,100000,3,1,0,0
9978,1,1,24,10000,0,1,7826,5,6,101200,5,0,1,0
9979,0,2,23,50000,0,2,8225,3,6,105308,2,2,2,0
9980,1,2,32,140000,0,0,50890,4,4,109395,5,1,0,0
9981,1,2,41,50000,1,2,508,3,3,101000,2,2,2,0
9982,0,0,30,300000,1,1,10940,3,3,100000,2,2,2,0
9983,1,1,47,20000,0,0,3897,3,4,101004,1,3,2,0
9984,1,0,42,110000,0,0,53113,4,6,105150,5,1,0,0
9985,0,2,43,200000,0,4,830,2,2,100000,1,3,3,0
9986,0,1,49,20000,1,0,12165,4,4,101517,3,1,0,0
9987,1,0,24,20000,0,2,2500,3,3,103068,1,3,3,0
9988,1,0,42,200000,1,0,76929,4,4,105000,3,1,0,0
9989,1,1,26,50000,0,1,48560,5,7,104570,5,1,0,0
9990,1,0,43,150000,1,0,88812,4,4,103309,3,1,0,0
9991,1,2,33,220000,0,4,1172,-1,2,102917,1,3,3,1
9992,1,1,41,50000,1,0,49782,4,4,101816,3,1,0,0
9993,0,2,30,170000,1,4,5280,2,2,105020,2,2,2,0
9994,0,1,57,70000,1,0,67864,-1,4,102620,3,1,0,0
9995,0,2,46,50000,1,4,10372,-1,3,100110,2,1,0,0
9996,1,2,39,230000,1,2,1319,3,3,100770,2,2,2,1
9997,0,2,26,240000,0,4,0,5,2,100000,1,3,3,1
9998,1,0,38,30000,1,0,18526,4,3,101500,-1,2,2,1
9999,1,1,39,130000,1,2,957,2,3,106220,2,2,2,0
10000,1,1,45,20000,1,2,8541,4,6,105577,3,1,1,0
10001,0,0,30,90000,0,1,88093,5,4,100000,3,1,1,1
10002,1,1,35,260000,0,0,33078,4,4,110000,3,1,0,0
10003,0,2,29,230000,0,0,4827,4,4,102000,3,1,0,0
10004,0,0,46,20000,0,1,16626,5,6,100000,5,1,0,1
10005,0,0,26,150000,0,0,36302,4,4,102070,3,1,0,0
10006,1,0,21,10000,0,0,8999,6,4,101400,3,1,0,1
10007,0,2,37,310000,1,2,325,3,3,104373,2,1,2,0
10008,1,0,27,50000,0,1,23901,-1,4,104146,3,1,0,1
10009,0,1,30,360000,0,1,780,3,6,100390,2,2,2,0
10010,0,0,32,250000,1,0,195044,-1,4,108000,3,0,1,0
10011,1,0,24,20000,0,1,10248,5,4,101000,3,0,1,1
10012,0,2,32,70000,1,0,70178,-1,4,102900,3,1,0,1
10013,0,1,54,20000,0,0,16120,4,4,101308,3,1,0,1
10014,1,0,36,230000,1,2,3872,3,6,102000,5,0,0,0
10015,0,2,24,100000,0,4,-78,5,2,100000,1,3,3,0
10016,0,2,27,200000,0,0,9314,4,4,102020,3,1,0,0
10017,0,2,30,200000,0,2,105,3,3,100271,2,2,2,1
10018,0,2,32,30000,1,0,27764,4,4,102000,3,1,0,1
10019,0,1,23,50000,0,0,50653,6,4,102190,3,1,0,0
10020,0,0,22,30000,0,1,26243,6,6,100000,5,0,0,0
10021,0,2,46,350000,1,0,102060,4,4,110069,3,1,2,0
10022,0,0,50,50000,1,0,12699,4,4,101247,5,1,0,0
10023,0,2,26,80000,0,0,37097,6,4,102000,5,0,1,1
10024,0,0,35,240000,1,1,528,3,3,100000,2,2,2,1
10025,1,2,46,120000,1,0,14682,-1,6,103200,-1,0,1,0
10026,1,2,47,30000,0,0,25690,6,4,101445,3,0,1,0
10027,1,2,27,70000,0,0,51923,4,6,105265,7,4,4,1
10028,1,1,35,80000,0,0,88027,6,4,103264,3,1,0,1
10029,1,0,62,30000,1,0,11188,4,4,101000,-1,3,3,0
10030,0,1,48,300000,0,3,-2,5,6,100781,2,1,2,1
10031,0,2,36,220000,1,0,184765,4,4,109000,-1,1,0,0
10032,1,2,35,50000,1,0,34976,4,4,101127,3,1,0,0
10033,1,0,35,50000,1,2,3056,3,3,100000,2,2,0,0
10034,0,0,36,210000,1,1,167970,-1,4,100000,3,1,0,1
10035,1,2,40,430000,0,4,2099,2,2,108297,1,3,3,0
10036,0,3,35,20000,2,0,17962,4,4,101336,-1,1,0,0
10037,0,0,35,60000,1,0,20163,4,4,102000,3,1,4,0
10038,0,2,31,200000,0,0,38635,4,4,103031,-1,1,0,0
10039,0,2,23,50000,0,4,0,5,2,100000,1,3,3,0
10040,0,0,22,30000,0,0,14617,4,4,103000,3,2,0,0
10041,0,0,27,70000,0,0,47938,4,4,102500,3,0,0,0
10042,0,0,32,90000,1,2,0,5,3,100323,2,2,2,0
10043,0,2,29,80000,0,1,25248,6,4,100000,-1,0,0,1
10044,0,1,25,130000,0,2,250,3,3,100174,-1,2,2,0
10045,0,2,23,80000,0,2,1178,3,2,102550,1,2,2,0
10046,0,0,29,160000,1,0,6252,4,4,104000,5,1,0,0
10047,0,2,49,250000,1,2,66,3,2,100000,2,2,2,0
10048,1,2,31,160000,0,0,108179,-1,4,103866,3,1,0,0
10049,0,0,39,500000,0,0,24893,4,4,112260,3,1,0,0
10050,0,0,35,90000,1,0,37003,4,4,102000,5,0,1,0
10051,1,0,39,220000,1,4,1557,2,2,104478,1,3,3,0
10052,0,1,42,20000,1,2,10665,-1,3,100637,2,2,2,0
10053,0,0,39,160000,0,2,2828,3,3,101473,2,2,2,0
10054,0,1,28,50000,0,1,2350,7,6,100050,10,5,6,1
10055,0,1,53,70000,1,0,70659,-1,4,103000,3,1,0,1
10056,0,2,26,150000,0,0,24848,4,4,114000,3,1,0,0
10057,0,1,45,80000,1,2,2516,3,3,100000,5,0,4,0
10058,1,0,28,80000,0,0,57798,4,4,102050,3,1,0,0
10059,1,0,61,500000,1,4,0,-1,2,100000,1,3,3,1
10060,0,2,34,200000,1,4,0,-1,2,100000,1,3,3,0
10061,0,2,22,20000,0,0,16936,-1,4,102684,3,1,0,0
10062,0,0,32,100000,0,0,101556,-1,4,103481,-1,1,0,0
10063,0,0,24,90000,0,0,15985,4,4,104000,3,1,0,0
10064,1,0,33,40000,0,0,23330,4,2,100000,1,3,3,0
10065,0,0,34,50000,1,0,49940,4,4,102128,3,1,0,0
10066,1,0,45,50000,1,1,49436,5,4,100000,3,1,0,1
10067,0,2,24,50000,0,1,33385,5,6,103000,5,0,0,0
10068,1,0,25,100000,0,2,1285,3,3,102530,3,1,0,0
10069,0,0,49,90000,1,4,316,2,2,100714,-1,3,3,0
10070,1,0,22,20000,0,0,9493,4,4,101500,-1,1,2,0
10071,0,0,32,460000,0,0,30506,4,4,101568,3,1,0,0
10072,0,0,32,550000,1,0,548551,-1,4,121094,3,1,0,1
10073,0,2,25,80000,0,4,0,5,3,100000,2,3,3,0
10074,0,0,29,120000,1,1,126412,5,4,100000,3,1,0,1
10075,0,2,28,200000,0,0,105051,4,4,132000,3,1,0,0
10076,1,2,40,200000,0,0,193048,4,4,106410,3,1,2,0
10077,1,2,38,180000,1,1,47276,6,6,103000,5,0,1,1
10078,0,2,26,130000,0,2,3597,-1,3,104398,2,2,2,1
10079,0,0,31,220000,1,0,79226,4,4,103900,3,1,0,0
10080,1,0,29,60000,0,1,47631,6,6,102000,5,0,1,0
10081,0,1,45,80000,1,0,35401,4,4,101587,-1,1,0,0
10082,1,0,34,240000,1,0,242805,4,4,110000,3,1,0,0
10083,1,0,31,190000,1,0,177554,4,4,107600,-1,1,0,0
10084,1,0,35,230000,1,0,28827,4,6,108000,3,1,0,0
10085,1,0,35,20000,0,1,15668,5,6,100000,5,0,1,1
10086,0,2,23,30000,0,0,12936,-1,6,103200,3,1,1,0
10087,0,0,43,150000,1,2,32283,4,4,118361,2,2,0,0
10088,0,2,29,150000,0,0,3737,4,3,101000,2,2,0,0
10089,0,0,48,50000,1,0,44324,4,4,102000,3,1,0,0
10090,1,0,48,500000,1,2,28352,3,3,135465,2,2,2,0
10091,0,0,44,180000,1,2,33800,-1,2,100000,1,2,2,0
10092,0,1,23,80000,1,2,333,3,3,100333,2,2,2,0
10093,1,0,43,160000,1,4,-3,5,2,100000,2,1,0,0
10094,0,0,22,20000,0,2,631,3,6,101800,3,1,2,1
10095,1,0,39,180000,0,0,119466,4,4,104500,3,1,0,0
10096,1,2,54,420000,1,2,1003,2,6,101632,-1,1,0,0
10097,1,0,31,80000,0,0,73414,-1,4,103000,3,1,0,0
10098,0,0,46,110000,1,2,2359,4,3,102410,2,2,2,1
10099,0,2,38,490000,1,2,4290,3,3,104738,2,2,0,0
10100,0,0,35,120000,1,0,115600,4,4,105521,3,1,0,0
10101,0,0,32,220000,1,0,28853,4,4,102000,3,1,0,0
10102,0,0,44,80000,1,0,47102,4,4,101473,3,1,0,0
10103,0,0,45,110000,2,0,26650,4,4,101532,3,1,0,0
10104,0,2,45,30000,1,0,26155,6,4,101482,3,1,0,1
10105,1,0,22,30000,0,0,30455,4,4,101515,3,1,0,0
10106,1,0,39,380000,1,4,3074,2,2,109203,1,3,3,0
10107,0,0,46,240000,0,0,128272,-1,4,105500,3,1,0,0
10108,1,0,41,200000,1,4,23025,2,2,100000,1,3,3,1
10109,0,0,31,180000,1,2,0,5,6,100200,2,1,0,0
10110,1,0,35,50000,1,1,45442,5,4,100000,3,0,0,0
10111,1,2,56,360000,1,2,1094,-1,2,100000,2,2,2,0
10112,1,1,31,20000,0,1,16509,6,6,102906,3,1,0,1
10113,0,0,29,270000,0,0,62516,-1,4,101854,-1,1,0,0
10114,0,1,49,50000,0,0,48909,4,4,101676,3,1,0,0
10115,0,2,30,200000,0,0,78866,4,4,120000,3,1,0,0
10116,1,1,45,420000,1,0,520453,6,4,118500,3,1,0,0
10117,1,2,48,320000,1,1,206732,6,6,100000,5,0,1,1
10118,1,0,34,100000,0,0,47908,4,4,101800,3,1,0,1
10119,0,0,36,450000,0,2,12050,3,2,113551,1,2,2,0
10120,0,2,30,360000,0,2,11193,3,3,100332,2,2,2,0
10121,1,2,37,440000,0,0,186061,4,4,150000,3,1,0,0
10122,1,0,36,280000,1,0,143650,4,2,100000,1,3,3,0
10123,0,2,40,250000,1,1,170489,6,6,113926,-1,1,0,0
10124,0,0,28,110000,1,0,3242,4,4,101300,3,1,0,0
10125,1,2,37,260000,1,0,244736,4,4,110000,3,1,0,1
10126,0,0,24,80000,0,0,77615,4,4,103100,3,1,0,0
10127,0,0,46,340000,1,4,0,2,2,100000,1,3,3,0
10128,1,0,26,180000,1,0,175539,4,4,103826,5,2,2,1
10129,1,1,25,60000,0,0,59817,4,4,103000,3,1,0,0
10130,0,0,29,370000,0,3,390509,8,6,100000,3,1,0,1
10131,0,0,34,170000,0,0,156526,4,4,107500,3,1,0,0
10132,0,2,29,120000,0,2,1171,3,3,101000,1,2,2,0
10133,0,2,34,550000,0,0,42132,-1,4,103005,-1,1,0,1
10134,1,0,57,90000,1,0,10635,4,4,103007,-1,1,0,0
10135,1,2,46,800000,0,4,6229,2,2,104644,2,2,2,0
10136,1,2,38,360000,1,0,277523,4,4,104013,3,1,0,0
10137,1,2,43,240000,0,4,5740,2,2,100000,1,3,3,0
10138,0,0,30,250000,0,0,197436,4,4,107500,3,1,0,0
10139,0,2,45,200000,1,2,15127,3,3,101896,2,3,2,1
10140,1,0,41,190000,0,0,33798,4,4,102000,-1,1,0,0
10141,1,2,36,200000,1,4,-95,5,2,100000,-1,1,2,0
10142,1,2,36,140000,1,0,39598,4,4,102200,3,1,0,0
10143,0,0,51,70000,1,1,42815,6,6,102100,5,0,1,1
10144,1,0,34,360000,0,2,1978,3,3,108625,-1,2,0,0
10145,0,0,34,400000,1,2,14986,-1,4,125772,2,2,0,0
10146,1,1,34,200000,1,0,73494,4,4,110000,3,2,1,0
10147,1,2,33,150000,0,2,1340,3,3,101815,2,2,2,0
10148,1,0,32,160000,1,0,93174,4,4,104500,3,1,0,0
10149,0,1,24,30000,0,3,23031,5,6,100000,5,0,0,0
10150,0,0,41,110000,1,0,100143,-1,4,104000,3,1,0,0
10151,0,0,29,220000,0,0,131598,4,4,104800,3,1,0,0
10152,0,0,23,70000,0,0,64882,4,4,102782,3,1,0,1
10153,0,0,75,250000,1,2,52874,4,3,101631,2,2,2,0
10154,0,2,36,250000,1,4,2508,2,2,103978,1,3,3,0
10155,0,2,47,150000,1,4,39139,2,2,115374,-1,3,3,0
10156,0,0,41,160000,3,0,8554,-1,4,101000,-1,3,2,1
10157,1,2,34,500000,1,0,104638,4,4,103780,3,1,0,0
10158,0,0,53,50000,1,2,7061,-1,3,102233,2,2,2,0
10159,1,0,44,10000,1,0,6696,4,6,102668,3,1,0,0
10160,0,2,35,450000,1,2,6126,3,3,106869,2,2,2,0
10161,1,0,31,50000,0,1,18190,5,4,100000,3,1,0,0
10162,1,0,22,20000,0,1,12553,-1,6,102500,5,1,0,1
10163,0,0,32,210000,0,0,1952,3,4,101526,3,2,2,0
10164,0,2,47,420000,1,2,0,5,3,114165,3,1,0,0
10165,1,1,54,130000,1,3,131139,7,6,106000,3,1,0,0
10166,0,2,31,170000,1,0,6832,4,2,100000,1,3,3,0
10167,0,2,27,90000,0,1,17374,-1,6,100000,5,0,1,0
10168,1,2,26,80000,0,7,74384,5,2,105000,1,3,3,0
10169,1,2,28,210000,0,4,0,5,2,100000,1,3,2,0
10170,0,0,39,320000,1,0,38332,4,4,130000,3,1,0,0
10171,0,0,51,200000,1,0,128208,4,4,105000,3,1,1,1
10172,0,2,35,340000,1,2,-8,-1,3,101730,2,3,2,1
10173,1,0,40,340000,1,0,147943,4,4,105169,3,1,0,0
10174,1,0,34,30000,0,0,19101,4,4,101653,3,1,0,0
10175,0,2,42,100000,0,0,93256,4,6,108300,3,1,0,0
10176,0,1,44,160000,1,4,390,2,2,100000,-1,3,3,0
10177,0,1,30,230000,0,2,550,3,3,100000,3,1,0,0
10178,0,0,34,30000,1,1,31746,6,6,101800,5,1,0,1
10179,0,1,45,220000,1,2,1196,3,6,108087,2,1,0,0
10180,0,2,27,150000,0,2,346,3,3,121379,2,3,2,0
10181,1,5,37,100000,0,0,7642,4,2,100000,1,3,3,0
10182,0,0,43,230000,1,0,7806,4,4,101295,-1,1,0,0
10183,1,2,26,220000,0,0,44432,4,4,200000,3,1,0,0
10184,0,0,30,380000,0,0,305489,4,4,111687,3,1,0,0
10185,0,2,37,30000,1,0,7979,4,4,101149,3,1,0,0
10186,0,2,31,150000,0,2,2005,2,3,102876,2,3,3,0
10187,0,2,25,90000,0,0,84710,6,4,104000,3,1,2,0
10188,1,0,38,340000,1,0,8347,4,3,102000,2,2,0,0
10189,0,0,25,160000,0,2,5536,3,4,115046,3,1,0,0
10190,0,2,35,70000,1,1,51143,6,6,103500,5,0,1,1
10191,1,0,39,50000,0,0,26813,4,4,101708,3,1,0,0
10192,0,2,32,250000,1,4,3829,-1,2,104374,1,3,3,0
10193,1,2,33,200000,0,4,-18,2,2,100000,1,3,3,1
10194,0,2,30,200000,0,0,195128,4,6,113600,-1,1,0,0
10195,0,0,34,150000,0,0,121764,4,4,135837,3,2,0,0
10196,0,2,38,180000,0,2,16056,4,4,280040,3,1,0,0
10197,1,0,38,100000,1,0,99660,4,4,104600,3,1,0,0
10198,0,2,28,120000,0,0,20578,4,4,102000,3,1,0,0
10199,0,0,26,80000,0,0,27041,4,4,105879,2,1,0,0
10200,1,2,30,160000,0,2,99,3,3,102977,2,2,2,0
10201,1,1,49,190000,1,1,178367,-1,6,105000,5,0,1,1
10202,0,1,28,410000,0,1,407490,6,6,116195,5,1,0,0
10203,0,0,35,160000,1,2,549,3,2,100000,1,2,2,0
10204,1,0,28,100000,0,1,96469,5,6,107000,5,1,0,0
10205,1,0,32,310000,1,0,11416,4,4,105000,3,1,1,0
10206,0,0,27,160000,0,2,0,5,3,101519,1,3,2,1
10207,0,2,28,160000,0,0,146433,4,4,104500,3,1,0,0
10208,0,0,38,400000,0,0,2988,4,4,101222,3,2,2,0
10209,1,0,47,50000,0,0,37486,4,4,101800,3,1,0,0
10210,1,2,30,20000,0,2,323,3,7,126703,5,1,0,1
10211,1,2,34,280000,1,2,-2159,-1,3,107936,5,2,2,0
10212,0,0,23,30000,0,0,30558,6,4,101500,3,1,0,1
10213,0,2,24,20000,0,0,16582,3,4,101422,3,1,0,0
10214,1,2,50,480000,1,4,0,2,2,108389,1,3,3,0
10215,0,0,29,100000,0,0,87133,-1,4,103400,3,1,0,0
10216,1,1,26,120000,0,0,88143,4,4,106000,3,1,0,0
10217,0,0,47,300000,0,0,225542,4,4,107055,3,1,0,0
10218,1,2,47,400000,1,0,105610,4,4,103904,3,1,0,0
10219,0,0,41,380000,0,0,302130,4,4,110018,3,1,0,0
10220,0,2,35,460000,0,2,-14,5,3,100707,3,1,0,0
10221,1,2,41,30000,0,0,16098,4,4,101597,5,0,0,1
10222,1,1,34,360000,0,0,304883,4,4,115000,3,1,0,0
10223,1,0,32,50000,0,0,52475,4,4,102000,3,1,0,0
10224,1,0,24,20000,0,0,19102,4,4,101318,3,1,0,0
10225,1,0,26,100000,0,0,80117,4,4,102683,3,1,0,0
10226,0,2,52,80000,1,0,34243,4,4,101570,3,1,0,0
10227,0,2,29,100000,0,1,74032,6,6,103300,5,0,1,0
10228,0,0,33,390000,1,2,8243,3,3,104644,2,2,2,0
10229,1,1,37,280000,1,0,271276,4,4,116991,3,1,0,1
10230,1,0,29,310000,0,1,400,6,6,100000,2,0,2,0
10231,1,0,32,70000,0,0,37199,4,4,101700,3,1,0,0
10232,0,0,36,250000,1,2,-26,5,3,108992,3,1,2,0
10233,0,0,51,80000,1,1,15839,5,6,101300,5,0,1,0
10234,0,2,25,20000,0,2,1983,3,3,100326,2,2,2,0
10235,1,2,24,70000,0,0,12109,4,4,105328,-1,1,2,0
10236,1,0,29,50000,0,2,5140,3,4,109377,2,2,2,0
10237,0,0,36,240000,0,2,3922,3,3,102947,2,3,3,1
10238,0,3,49,350000,1,4,0,5,2,136011,1,3,3,0
10239,0,0,24,160000,0,0,37030,4,4,104060,3,1,0,0
10240,0,0,27,120000,0,0,15234,4,4,101137,3,1,0,1
10241,1,0,29,200000,0,0,69182,4,4,103000,3,1,0,0
10242,1,1,49,130000,1,0,119466,4,4,105044,3,1,0,0
10243,0,0,45,50000,1,0,48153,4,4,102000,3,1,0,0
10244,0,1,42,80000,0,0,50320,4,4,101784,3,1,0,0
10245,0,0,24,80000,0,0,77883,4,4,103500,3,1,0,0
10246,1,1,26,20000,0,0,17880,6,4,101641,-1,1,0,1
10247,0,2,28,250000,0,0,116861,4,4,105000,3,1,0,0
10248,1,2,29,20000,0,1,16330,7,6,100000,5,1,0,1
10249,0,0,29,80000,1,0,63899,4,4,102500,3,1,0,1
10250,0,0,43,50000,1,0,17102,4,6,103000,5,1,0,1
10251,0,2,44,380000,0,0,371917,4,4,115071,3,1,0,0
10252,0,0,33,120000,0,1,68493,5,6,103500,5,0,1,1
10253,1,2,24,220000,0,0,105607,4,4,105000,2,2,2,0
10254,0,2,30,100000,0,3,95890,7,6,102000,5,0,1,0
10255,0,2,24,70000,0,0,10916,-1,4,102000,-1,1,0,0
10256,1,0,25,50000,0,0,24724,-1,4,102000,3,1,0,0
10257,1,2,29,300000,0,4,0,2,3,100000,2,2,3,0
10258,0,0,52,130000,1,1,112434,5,6,100000,5,1,0,0
10259,0,2,35,360000,0,0,1555,3,4,106000,2,1,0,0
10260,0,0,25,230000,0,0,19225,4,4,102000,3,2,0,0
10261,1,2,47,420000,1,4,46179,2,2,184459,1,3,3,0
10262,1,2,34,200000,1,4,7468,2,2,105048,-1,3,3,0
10263,0,2,31,300000,0,0,31827,4,4,101009,3,2,2,0
10264,1,1,23,50000,1,0,43087,4,4,102100,3,1,0,1
10265,1,0,29,90000,0,0,70559,4,4,103000,1,3,3,0
10266,0,2,40,190000,0,0,78388,4,4,103600,3,1,0,0
10267,0,0,28,70000,1,3,9192,5,6,100000,3,1,1,1
10268,0,2,29,400000,0,4,7622,2,2,139097,1,3,3,0
10269,1,2,37,460000,1,0,7121,6,4,101273,3,1,0,0
10270,0,2,30,80000,0,2,0,5,3,101313,2,3,3,0
10271,1,2,44,460000,1,2,1762,-1,3,103152,3,2,2,0
10272,0,0,24,250000,0,4,0,2,3,100000,3,1,0,1
10273,1,2,28,50000,0,0,23266,4,3,105224,2,2,3,0
10274,1,1,30,70000,1,0,67730,4,4,103000,5,1,0,0
10275,0,2,29,650000,0,2,21289,5,3,103000,2,1,0,0
10276,0,0,25,80000,0,0,45109,-1,4,102100,3,1,0,0
10277,0,0,44,150000,1,0,61951,4,4,115000,3,1,0,0
10278,1,0,45,360000,1,1,2500,6,2,100000,1,3,3,0
10279,1,1,44,80000,0,0,57076,6,4,102800,3,0,1,0
10280,0,0,33,80000,1,0,75564,4,4,103406,3,1,0,0
10281,1,0,21,20000,0,0,20297,4,3,101240,-1,1,3,0
10282,0,0,23,20000,0,0,16575,4,4,101327,3,1,0,0
10283,0,2,27,180000,0,4,-200,5,2,100000,1,3,3,1
10284,0,0,41,220000,1,0,27094,6,4,101465,5,1,0,0
10285,1,2,33,50000,0,5,24947,6,7,100249,5,1,0,0
10286,0,1,43,180000,1,2,3122,3,3,100016,2,2,0,0
10287,1,2,27,170000,0,0,127902,4,4,105631,3,1,0,0
10288,0,1,30,170000,0,0,173922,4,4,107400,3,1,0,0
10289,0,5,40,50000,1,0,44749,4,4,102229,3,1,0,0
10290,0,2,26,360000,0,4,0,2,2,100000,2,1,0,0
10291,1,1,26,170000,0,0,74453,6,4,105020,3,1,0,1
10292,0,1,33,50000,1,0,39847,4,4,101719,3,1,0,0
10293,1,1,45,50000,1,4,0,5,2,100000,1,3,3,1
10294,1,0,42,20000,0,0,15717,4,4,101276,3,1,0,0
10295,0,1,36,360000,0,2,2473,3,2,100000,1,3,3,1
10296,0,1,42,190000,1,0,113516,4,4,106000,3,1,0,0
10297,1,0,23,10000,0,0,8109,4,4,101400,3,1,1,0
10298,0,0,37,20000,1,0,19326,4,4,101263,3,1,0,0
10299,0,1,35,380000,1,0,18341,4,4,102000,3,1,0,0
10300,0,1,52,30000,2,1,10033,5,6,100000,5,2,2,1
10301,1,0,23,20000,0,1,17081,5,6,100300,3,1,1,1
10302,0,2,24,140000,0,0,778,6,4,100980,-1,0,0,0
10303,0,2,27,100000,0,4,904,2,2,103710,1,3,3,0
10304,0,1,51,200000,1,2,0,5,3,101221,1,3,3,0
10305,0,0,22,70000,0,0,57889,4,4,101592,3,1,0,0
10306,0,0,41,50000,0,2,390,6,6,100780,5,3,3,1
10307,1,0,22,50000,0,2,0,5,3,101054,2,2,3,0
10308,1,1,56,140000,1,0,7272,4,4,101299,3,1,0,0
10309,0,0,35,250000,1,1,196192,5,6,100000,5,0,1,0
10310,0,0,30,360000,0,0,23900,4,2,100000,2,1,0,0
10311,0,0,21,10000,0,1,6795,6,7,103905,5,1,0,1
10312,1,0,36,290000,1,2,322,6,3,100330,3,2,2,0
10313,0,0,27,80000,1,1,3970,5,6,100000,5,0,2,1
10314,0,0,27,230000,0,0,79872,3,4,110033,-1,1,0,0
10315,1,1,64,190000,1,0,65666,4,4,103800,5,1,0,0
10316,0,2,54,440000,1,0,276955,6,4,108752,3,1,0,1
10317,0,0,24,80000,0,4,1138,2,3,100804,2,2,2,0
10318,1,2,29,50000,0,1,14497,5,6,100000,5,0,1,0
10319,0,0,24,130000,0,4,-10,5,3,100000,2,2,2,0
10320,0,0,33,90000,1,0,27180,4,4,101405,-1,1,0,1
10321,0,0,35,270000,0,2,1636,3,3,100037,2,3,3,0
10322,0,1,36,500000,0,4,51132,2,2,108830,1,3,3,0
10323,1,1,39,150000,0,0,42029,4,4,102100,3,1,0,0
